category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,url,article,screen_diagonal,ram,os,internal_storage,screen_size,cpu,main_camera,matrix,type_of_tablet,brand,announcement_year,android_version,hz_screen,ppi,processor_brand,processor_cores,ghz_processor,brand_graphic_proccessor,video_processor,front_camera,keyboard,case_material,waterproof,battery_capacity,accessories_included,dimensions,weight_g,country_of_origin,ios_version,harmonyos_version
tablets,"Планшет планшет андроид, Планшетный компьютер, Планшет андроид, Андроид 13, 10,36"", 16 ГБ+1024 ГБ, 12000 мАч, Вай-Фай+блютуз+ GPS, то есть по Bluetooth-клавиатура +модуль связи Bluetooth-гарнитура + магнитный чехол + стилус, для тренировок/игр/бизнеса/учиться, 10.36"" 16 ГБ/1024 ГБ, золотой",48883.0,162741.0,4074.0,4.9,26,Медный,5.0,https://www.ozon.kz/product/planshet-planshet-android-planshetnyy-kompyuter-planshet-android-android-13-10-36-16-gb-1024-gb-3190263741/,3190263741,10.36,16.0,Android,1024,2560x1600,,32.0,IPS,Планшет,,2026,Android 13,,,MediaTek,14,3.2,MediaTek,,16.0,Есть,"Металл, Пластик",Да,12000,Клавиатура,300*200*50,500.0,Китай,,
tablets,"Милитани Планшет, 10.1"" 16 ГБ/512 ГБ, черный",58869.0,404950.0,4906.0,5.0,1580,Милитани,4.7,https://www.ozon.kz/product/dwell-brand-planshet-10-1-16-gb-512-gb-chernyy-3683330518/,3683330518,10.1,16.0,Android,512,3040x1440,,13.0,IPS,Планшет,,2025,Android 15,,160.0,MediaTek,8,2.6,MediaTek,,8.0,Есть,Металл,Нет,8000,"Клавиатура, Стилус",160x240x290,340.0,,,
tablets,"QQO Планшет, 12.7"" 16 ГБ/1024 ГБ, серый",90265.0,838393.0,7523.0,4.0,10,Магазин техники,4.7,https://www.ozon.kz/product/qqo-12-7-1024-3586352697/,3586352697,12.7,16.0,Android,1024,3840x2160,Snapdragon 888 Plus,16.0,IPS,Планшет,,2025,Android 14,,,Qualcomm,8,2.8,ARM,Mali-450 MP4,8.0,Есть,"Металл, Стекло, Пластик",Да,12000,"Клавиатура, Стилус",200*150*20,500.0,Китай,,
tablets,"Ego Pad Планшет, 10.1"" 4 ГБ/128 ГБ, серый",62210.0,135015.0,5185.0,5.0,11,ArtHouse3D,4.5,https://www.ozon.kz/product/ego-pad-planshet-10-1-4-gb-128-gb-seryy-1423839472/,1423839472,10.1,4.0,Android,128,1200x825,,20.0,IPS,Планшет,,2024,Android 13,,,,4,1.3,,,8.0,Есть,Металл,Нет,8500,Клавиатура,240х160х9,500.0,Китай,,
tablets,"Umiio Планшет UMIIO TAB 16 MAX HD Andriod Ноутбук Планшеты 12/512 ГБ Процессор Unisoc T606 8-ядерный входит компьютерный рюкзак, стилус, Bluetooth-клавиатура, защитный чехол, защитная пленка для экрана, USB-приемник, зарядное устройство и кабель для передачи данных., 14.1"" 16 ГБ/512 ГБ, светло-серый",133863.0,273979.0,11156.0,4.5,742,РУСЛАН,4.5,https://www.ozon.kz/product/umiio-planshet-umiio-tab-16-max-hd-andriod-noutbuk-planshety-12-512-gb-protsessor-unisoc-t606-8-1942785087/,1942785087,14.1,16.0,Android,512,1920x1080,Tiger T606,32.0,IPS,Планшет,Umiio,2025,Android 15,90,350.0,Unisoc,8,1.6,ARM,Mali-G57 MP1,13.0,Есть,"Металл, Стекло",Да,8000,"Стилус, Клавиатура",324.6*213.5*8.6,807.0,Китай,,
tablets,"Samsung Планшет Galaxy Tab A11 (SM-X130) Wi-Fi, Ростест (EAC), 8.7"" 8 ГБ/128 ГБ, серебристый",82235.0,108124.0,6853.0,4.8,525,Ozon Россия,4.9,https://www.ozon.kz/product/samsung-planshet-galaxy-tab-a11-sm-x130-wi-fi-rostest-eac-8-7-8-gb-128-gb-serebristyy-3001441510/,3001441510,8.7,8.0,Android,128,1340x800,Helio G99,8.0,TFT,Планшет,Samsung,2025,Android 15,90,179.0,MediaTek,8,2.2,ARM,Mali-G57 MC2,5.0,,Металл,Да,5100,,210 x 124.7 x 8 мм,333.0,Китай,,
tablets,"Xiaomi Планшет, 11.16"" 8 ГБ/128 ГБ, голубой",,,23335.0,,,SHOP.ONEMI,4.4,https://www.ozon.kz/product/xiaomi-planshet-11-16-8-gb-128-gb-goluboy-3544892555/,3544892555,11.16,8.0,Android,128,3200x2136,,50.0,IPS,Планшет,Xiaomi,2025,Android 15,144,345.0,Qualcomm,8,2.8,Qualcomm,Adreno 735,32.0,,Металл,,8850,,"173,42 х 251,22 х 6,18",500.0,Китай,,
tablets,"Планшет Tab S13 Ultra, 10.1"" 1 ГБ/16 ГБ, золотой",59088.0,427990.0,4924.0,4.9,30,ZUNYI XS Store,4.7,https://www.ozon.kz/product/planshet-tab-s13-ultra-10-1-1-gb-16-gb-zolotoy-3614302933/,3614302933,10.1,1.0,Android,16,2560x1600,Snapdragon 8 Gen3,32.0,IPS,Планшет,,2026,Android 15,120,298.9,Qualcomm,8,3.3,Qualcomm,Adreno 750,16.0,Есть,"Стекло, Металл",Да,10000,Клавиатура,214*160*8.7,365.0,Китай,,
tablets,"Samsung Планшет Galaxy Tab A11+ Wi-Fi, 11"" 6 ГБ/128 ГБ, серебристый",,,10466.0,,,E-BONUS,4.9,https://www.ozon.kz/product/samsung-planshet-galaxy-tab-a11-wi-fi-11-6-gb-128-gb-serebristyy-3486098873/,3486098873,11.0,6.0,Android,128,1920x1200,Dimensity 7300,8.0,TFT LCD,Планшет,,2025,,90,206.0,MediaTek,8,2.5,ARM,Mali-G615 MC2,5.0,,Металл,,7040,,168.7 x 257.1 x 6.9,477.0,Китай,,
tablets,"Honor Планшет ROD2-W09, 12.3"" 12 ГБ/256 ГБ, черный",,,34330.0,5.0,1,М.Видео,4.8,https://www.ozon.kz/product/honor-planshet-12-3-12-gb-256-gb-chernyy-1684800084/,1684800084,12.3,12.0,Android,256,,Snapdragon 8s Gen3,13.0,OLED,Планшет,,2024,Android 14,,,Qualcomm,8,3.0,,,9.0,,Пластик,,10000,Стилус,180.5*274.5*5.8 мм,435.0,Китай,,
tablets,"Планшет Планшет Планшет 2026 Новый 5G Android 13, 10.36"" 16 ГБ +1 ТБ 12000mAh 14-Ядерный Процессор, Wi-Fi, Глобальная Сеть Бесплатно, Русская Bluetooth-Клавиатура, Планшет Защитная оболочка, Bluetooth-Гарнитура, Зарядное Устройство, Сенсорная Ручка, 10.36"" 16 ГБ/1024 ГБ, 10.36"" 16 ГБ/1024 ГБ, голубой",48382.0,158030.0,4032.0,5.0,1,Электронный магазин,5.0,https://www.ozon.kz/product/planshet-planshet-planshet-2026-novyy-5g-android-13-10-36-16-gb-1-tb-12000mah-14-yadernyy-protsessor-3435037081/,3435037081,10.36,16.0,Android,1024,2560x1080,,32.0,IPS,Планшет,,2026,Android 13,240,,MediaTek,14,,MediaTek,,16.0,Опционально,Металл,Да,12000,Клавиатура,300*200*50,500.0,Китай,,
tablets,"Microsoft Планшет Surface Pro 6 Windows 11 Pro, Core i5-8250U, 12.3"" 8 ГБ/256 ГБ, серебристый",,,22948.0,,,Серверные Системы,4.8,https://www.ozon.kz/product/microsoft-planshet-surface-pro-6-windows-11-pro-core-i5-8250u-12-3-8-gb-256-gb-serebristyy-3663958355/,3663958355,12.3,8.0,Windows,256,2736x1824,Core i5-8250U,8.0,IPS,Планшет,,,,,267.0,Intel,4,1.6,Intel,UHD Graphics,5.0,,Металл,Нет,5940,,292 x 201 x 8.5,780.0,Китай,,
tablets,"Планшет Galxay Pad S25 Ultra, 10.1"" 16 ГБ/1024 ГБ, золотой, светло-желтый",54103.0,324409.0,4509.0,4.8,95,Yuuoio5,4.9,https://www.ozon.kz/product/planshet-galxay-pad-s25-ultra-10-1-16-gb-1024-gb-zolotoy-svetlo-zheltyy-3610057762/,3610057762,10.1,16.0,Android,1024,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,IPS,Планшет,,2026,Android 15,120,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Пластик, Стекло, Металл",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Планшет Планшет 2026 5G Абсолютно новый, 10,36-дюймовый , 12000 мАч, 16 ГБ + 1 ТБ, Android 13.0, Wifi, 14-ядерный планшетный ПК, сетевой глобальный планшет，Бесплатная Bluetooth-клавиатура + магнитный кожаный чехол + Bluetooth-гарнитура, 10.36"" 16 ГБ/1024 ГБ, серебристый",42925.0,178000.0,3578.0,4.9,65,Лектро,4.6,https://www.ozon.kz/product/planshet-planshet-2026-5g-absolyutno-novyy-10-36-dyuymovyy-12000-mach-16-gb-1-tb-android-13-0-wifi-3461663331/,3461663331,10.36,16.0,Android,1024,2560x1600,Snapdragon 888,32.0,IPS,Планшет,,2026,Android 13,,32.0,Qualcomm,14,3.2,MediaTek,,16.0,Есть,"Металл, Пластик",Да,12000,Клавиатура,10.36,500.0,Китай,,
tablets,"Teclast Планшет T60 AI, 11.97"" 6 ГБ/128 ГБ, бордовый",112034.0,209876.0,9337.0,,,Bmax Official Store,4.8,https://www.ozon.kz/product/teclast-planshet-t60-ai-11-97-6-gb-128-gb-bordovyy-3043340356/,3043340356,11.97,6.0,Android,128,2000x1200,,13.0,IPS,Планшет,Teclast,2025,Android 15,90,195.0,Allwinner,8,2.0,,,5.0,,Металл,Нет,8000,,283x178x8.4,624.0,Китай,,
tablets,"Планшет Pad App!e A17 Max, 10.1"" 12 ГБ/1023 ГБ, оранжевый",62041.0,324609.0,5171.0,4.8,178,ZUNYI POP Store,4.8,https://www.ozon.kz/product/planshet-pad-app-e-a17-max-10-1-12-gb-1023-gb-oranzhevyy-3462053411/,3462053411,10.1,12.0,Android,1023,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,HD Super AMOLED,Планшет,,2026,Android 15,120,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло, Пластик",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Детский планшет1 ГБ, хаки",,,1491.0,,,JianCHen,4.8,https://www.ozon.kz/product/detskiy-planshet1-gb-haki-3267987350/,3267987350,,,,1,,,,,Детский планшет,,,,,,,,,,,,,,,,,,,Китай,,
tablets,"Планшет Megapad 11 LTE 8/256 ГБ, 1920x1200, IPS, 8000 мА*ч, Android 14, серый, 10.95"" 8 ГБ/256 ГБ, серый",234990.0,356810.0,19583.0,,,RS-Eectronics,4.9,https://www.ozon.kz/product/planshet-megapad-11-lte-8-256-gb-1920x1200-ips-8000-ma-ch-android-14-seryy-10-95-8-gb-256-gb-seryy-3296114835/,3296114835,10.95,8.0,Android,256,1920x1200,Helio G99,13.0,IPS,Планшет,,2024,Android 14,90,207.0,MediaTek,8,2.2,ARM,Mali-G57 MC2,8.0,,"Пластик, Металл",,8000,,168.6x257.1x7.5,513.5,Китай,,
tablets,"Планшет Планшет Umiio, 10.1"" 32 ГБ/1024 ГБ, оливковый",69013.0,234395.0,5752.0,5.0,887,LunoHome,4.9,https://www.ozon.kz/product/planshet-planshet-umiio-10-1-32-gb-1024-gb-olivkovyy-3475582019/,3475582019,10.1,32.0,Android,1024,3040x1440,,13.0,IPS,Планшет,,2025,Android 15,,160.0,MediaTek,8,1.5,ARM,Mali-T860 MP4,5.0,Есть,"Металл, Пластик, Стекло",Да,10000,"Клавиатура, Стилус",240х157х8,300.0,Китай,,
tablets,"Digma Pro Планшет HIT 18, 10.51"" 8 ГБ/256 ГБ, фиолетовый",83407.0,235138.0,6951.0,4.8,951,Официальный магазин...,4.8,https://www.ozon.kz/product/digma-pro-planshet-hit-18-10-51-8-gb-256-gb-fioletovyy-1619791954/,1619791954,10.51,8.0,Android,256,1920x1200,Tiger T616,13.0,IPS,Планшет,,2024,Android 13,60,210.0,Unisoc,8,2.0,ARM,Mali-G57 MP1,5.0,Опционально,Металл,Нет,7000,,246.4 х 161.51 х 7.3 мм,493.0,Китай,,
tablets,"Teclast Планшет T60 Клавиатура+чехол, 11.97"" 8 ГБ/256 ГБ, темно-серый",96015.0,374471.0,8002.0,4.8,4913,"ООО ""МАГ ДЕВАЙС""",4.9,https://www.ozon.kz/product/teclast-planshet-t60-klaviatura-chehol-11-97-8-gb-256-gb-temno-seryy-1651806697/,1651806697,11.97,8.0,Android,256,2000x1200,Tiger T620,13.0,IPS,Планшет,Teclast,2024,Android 14,90,195.0,Unisoc,8,2.0,ARM,Mali-G57 MC2,5.0,Есть,"Металл, Пластик",Нет,8000,Клавиатура,279×174×7.7,570.0,Китай,,
tablets,"Планшет Infinxi Pad Note 14 Pro，Андроид 2026 года, 10.1"" 12 ГБ/1024 ГБ, черный матовый",54292.0,323011.0,4525.0,4.8,37,ZHII10,4.9,https://www.ozon.kz/product/planshet-infinxi-pad-note-14-pro-android-2026-goda-10-1-12-gb-1024-gb-chernyy-matovyy-3574024524/,3574024524,10.1,12.0,Android,1024,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,IPS,Планшет,,2026,Android 15,120,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло, Пластик",Да,10000,"Клавиатура, Стилус",214*160*8.7,300.0,Китай,,
tablets,"Samsung Планшет Galaxy Tab A9 (SM-X115) Wi-Fi LTE, 8.7"" 8 ГБ/128 ГБ, серый, темно-серый",106640.0,154123.0,8887.0,,,"""Фреш Прайс""",4.7,https://www.ozon.kz/product/samsung-planshet-galaxy-tab-a9-sm-x115-wi-fi-lte-8-7-8-gb-128-gb-seryy-temno-seryy-2884500132/,2884500132,8.7,8.0,Android,128,1340x800,Helio G99,8.0,,Планшет,,2023,Android 13.x,,179.0,MediaTek,8,2.2,,,,,Металл,Нет,5100,,"211х124,7х8",366.0,Китай,,
tablets,"Детский планшет, 7.1"" 6 ГБ/128 ГБ, светло-розовый",30413.0,67797.0,2535.0,,,YMT6-3,,https://www.ozon.kz/product/detskiy-planshet-7-1-6-gb-128-gb-svetlo-rozovyy-3751466233/,3751466233,7.1,6.0,Android,128,1920x1200,MT6737H,12.0,A-MVA,Детский планшет,,2026,Android 13.x,60,,MediaTek,4,2.0,MediaTek,,5.0,,"Пластик, Силикон",Да,4000,,7.1,450.0,Китай,iOS 13,
tablets,"Digma Pro Планшет Edge, 11"" 8 ГБ/256 ГБ, синий, темно-синий",92512.0,420782.0,7710.0,4.6,403,Официальный магазин...,4.8,https://www.ozon.kz/product/digma-pro-planshet-edge-11-8-gb-256-gb-siniy-temno-siniy-1747124303/,1747124303,11.0,8.0,Android,256,1920x1200,Helio G85,13.0,IPS,Планшет,,2024,Android 14,60,224.0,MediaTek,8,2.0,ARM,Mali-G52 MP2,5.0,Опционально,Металл,Нет,7000,,169 x 256.8 x 7.6,490.0,Китай,,
tablets,"Планшет128 ГБ, серебристый",20463.0,39448.0,1706.0,,,Top Geek,4.5,https://www.ozon.kz/product/planshet128-gb-serebristyy-3425784955/,3425784955,,,,128,,,,,Планшет,,,,,,,,,,,,,,,,,,,Китай,,
tablets,"Детский планшет Планшет детский андроид 256ГБ Режим родительского контроля, 7"" 256 МБ/256 ГБ, фиолетовый",34661.0,194993.0,2889.0,4.2,4,ПЛЮС Store,4.3,https://www.ozon.kz/product/detskiy-planshet-planshet-detskiy-android-256gb-rezhim-roditelskogo-kontrolya-7-256-mb-256-3361226904/,3361226904,7.0,0.25,Android,256,1920x1080,,100.0,IPS,Детский планшет,,2025,Android 12,60,,AMD,,2.0,Qualcomm,Adreno 510,,,Металл,,5000,,320*180*120,800.0,Китай,,
tablets,"Apple Планшет iPad pro 11 M5 512g Silver + SIM, 11"" 12 ГБ/512 ГБ, белый, прозрачный",1164118.0,2680695.0,97010.0,4.9,136,Mascot,4.9,https://www.ozon.kz/product/apple-planshet-ipad-pro-11-m5-512g-silver-sim-11-12-gb-512-gb-belyy-prozrachnyy-3451234983/,3451234983,11.0,12.0,iOS,512,,M5,12.0,OLED,Планшет,Apple,2025,,,264.0,Apple,10,4.6,Apple,,12.0,Опционально,"Металл, Стекло",Нет,8320,,249.7*177.5*5.3,444.0,Китай,iOS 26,
tablets,"Планшет Большой планшет  Huawel Android, яркий HD экран, мощная батарея, высокая производительность, идеально для фильмов и учебы, 10.1"" 12 ГБ/512 ГБ, перламутровый, серый",72593.0,265174.0,6050.0,5.0,3,MNJ889,4.9,https://www.ozon.kz/product/planshet-bolshoy-planshet-huawel-android-yarkiy-hd-ekran-moshchnaya-batareya-vysokaya-3762189964/,3762189964,10.1,12.0,Android,512,3000x1140,,,,Планшет,,2025,Android 13,60,,MediaTek,8,,,,,Опционально,,Да,7000,,24016090,500.0,Китай,,
tablets,"Apple Планшет Apple iPad Air 11 (M3, 2025) Wi-Fi, 11"" 8 ГБ/256 ГБ, золотой",412333.0,650242.0,34362.0,5.0,14,Ozon Россия,4.9,https://www.ozon.kz/product/apple-planshet-apple-ipad-air-11-m3-2025-wi-fi-11-8-gb-256-gb-zolotoy-1940329135/,1940329135,11.0,8.0,iOS,256,,,12.0,IPS,Планшет,Apple,2024,,,,Apple,,,Apple,,12.0,Опционально,,,7900,,178.5х247.6х6.1,462.0,Китай,,
tablets,"Детский планшет, 7"" 6 ГБ/256 ГБ, светло-розовый, розовый",39989.0,256949.0,3333.0,4.1,22,ПИЛИПЧУК,4.8,https://www.ozon.kz/product/detskiy-planshet-7-6-gb-256-gb-svetlo-rozovyy-rozovyy-3543483674/,3543483674,7.0,6.0,Android,256,1024x600,MT6735,5.0,IPS HD+,Детский планшет,,2025,Android 13,,,MediaTek,4,1.3,,,2.0,Опционально,"Пластик, Силикон",Нет,5000,,190x130x15,350.0,,,
tablets,"Apple Планшет Apple 11 A3354128 ГБ, голубой",,,19200.0,,,М.Видео,4.8,https://www.ozon.kz/product/apple-planshet-seryy-3225292369/,3225292369,,,,128,,,12.0,IPS,Планшет,,2025,,60,,,5,,,,12.0,,,,,,248.6*179.5*7 мм,477.0,Китай,,
tablets,"Планшет A16 PRO MAX, 10.1"" 12 ГБ/512 ГБ, черный",60603.0,262721.0,5051.0,,,nagadh,4.7,https://www.ozon.kz/product/planshet-a16-pro-max-10-1-12-gb-512-gb-chernyy-3723122664/,3723122664,10.1,12.0,Android,512,3000x1140,Helio G85,,IPS,Планшет,,2025,Android 13,120,,MediaTek,8,2.0,Qualcomm,Adreno 510,,,Титановый сплав,,7000,,240*160*90,500.0,,,
tablets,"Apple Планшет Планшет Apple iPad 11 2025, 128GB, Wi-Fi, Yellow, 11"" 128 ГБ, желтый",,,22152.0,5.0,1,Fon Line NEW,5.0,https://www.ozon.kz/product/apple-planshet-planshet-apple-ipad-11-2025-128gb-wi-fi-yellow-11-128-gb-zheltyy-3051843669/,3051843669,11.0,,iOS,128,2360x1640,,12.0,IPS,Планшет,Apple,2025,,60,264.0,Apple,5,3.46,Apple,,12.0,,"Металл, Стекло",Нет,7606,,248 x 179 x 7,477.0,Китай,ipadOS 18,
tablets,"Планшет Appe Pad A17 Pro Max，С клавиатурой и мышью, 10.1"" 12 ГБ/1023 ГБ, черный",59211.0,355213.0,4935.0,4.9,50,Mega Store,4.8,https://www.ozon.kz/product/planshet-appe-pad-a17-pro-max-s-klaviaturoy-i-myshyu-10-1-12-gb-1023-gb-chernyy-3691422513/,3691422513,10.1,12.0,Android,1023,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,IPS,Планшет,,2026,Android 15,140,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло, Пластик",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Xobajin Планшет, 10.1"" 12 ГБ/512 ГБ, черный",69567.0,108436.0,5798.0,,,ДЭХУА,4.8,https://www.ozon.kz/product/xobajin-planshet-10-1-12-gb-512-gb-chernyy-3762784426/,3762784426,10.1,12.0,Android,512,3040x1440,,26.0,IPS,Планшет,,2025,Android 15,60,330.0,MediaTek,6,2.0,,,13.0,Есть,"Пластик, Металл, Стекло",Да,10000,Клавиатура,245*260*42,950.0,Китай,,
tablets,"Планшет, 11.6"" 1 ТБ/1024 ГБ, серебристый",36208.0,88154.0,3018.0,4.5,52,Магазин 3983235,3.9,https://www.ozon.kz/product/planshet-11-6-1-tb-1024-gb-serebristyy-3491439636/,3491439636,11.6,1024.0,Android,1024,1920x1280,,,,Планшет,,,Android 15,120,,,8,,,,,,,,,,,,,,
tablets,"Планшет Xaio Mi Pad 7 Pro Max, 10.1"" 12 ГБ/1024 ГБ, светло-синий",54222.0,323011.0,4519.0,4.9,70,ZUNYI Spark Store,4.9,https://www.ozon.kz/product/planshet-xaio-mi-pad-7-pro-max-10-1-12-gb-1024-gb-svetlo-siniy-3662046410/,3662046410,10.1,12.0,Android,1024,2560x1600,Snapdragon 8 Gen3,32.0,Super AMOLED,Планшет,,2026,Android 15,120,,Qualcomm,8,3.3,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло, Пластик",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Планшет Планшет 2026 5G Абсолютно новый, 10,36-дюймовый , 12000 мАч, 16 ГБ + 1 ТБ, Android 13.0, Wifi, 14-ядерный планшетный ПК, сетевой глобальный планшет，Бесплатная Bluetooth-клавиатура + Защитная оболочка кожаный чехол + Bluetooth-гарнитура, 10.36"" 16 ГБ/1024 ГБ, оранжевый",48461.0,293169.0,4039.0,5.0,1,Магазиночка,4.6,https://www.ozon.kz/product/planshet-planshet-2026-5g-absolyutno-novyy-10-36-dyuymovyy-12000-mach-16-gb-1-tb-android-13-0-3527294557/,3527294557,10.36,16.0,Android,1024,2560x1600,Snapdragon 888,32.0,IPS,Планшет,,2026,Android 13,120,32.0,Qualcomm,14,3.2,MediaTek,,16.0,Есть,"Металл, Пластик",Да,12000,Клавиатура,10.36,589.0,Китай,,
tablets,"Apple Планшет iPad Air 13 M4 Wi-Fi, 13"" 256 ГБ, золотой, кремовый",,,103871.0,,,Piv Pav Shop,4.9,https://www.ozon.kz/product/apple-planshet-ipad-air-13-m4-wi-fi-13-256-gb-zolotoy-kremovyy-3717073444/,3717073444,13.0,,Другая,256,2732x2048,M4,12.0,IPS,Планшет,,2026,,,264.0,Apple,,,Apple,,12.0,,Металл,,9705,,280.6 x 214.9 x 6.1 mm (,617.0,,iPadOS 26,
tablets,"Планшет Планшет Samsung A9+, версия с Wi-Fi, не может быть вставлен в карту памяти, 11"" 128 ГБ/8 ГБ, черный",78448.0,276937.0,6538.0,,,Минималистский дом,4.5,https://www.ozon.kz/product/planshet-planshet-samsung-a9-versiya-s-wi-fi-ne-mozhet-byt-vstavlen-v-kartu-pamyati-11-128-gb-8-2491115086/,2491115086,11.0,128.0,Android,8,1920x1200,Snapdragon 695,8.0,LCD,Планшет,,,Android 12,90,,Qualcomm,8,2.2,Qualcomm,Adreno 619,5.0,,Металл,,7040,,257.1x168.7x6.9,491.0,Китай,,
tablets,"Планшет Планшет 2026 Новый 5G Android 13, 10.36"" 16 ГБ +1 ТБ 12000mAh 14-Ядерный Процессор, Wi-Fi, Глобальная Сеть Бесплатно, Русская Bluetooth-Клавиатура, Планшет Защитная оболочка, Bluetooth-Гарнитура, Зарядное Устройство, Сенсорная Ручка, 10.36"" 16 ГБ/1024 ГБ, черный, 10.36"" 16 ГБ/1024 ГБ, черный матовый",45340.0,158030.0,3779.0,4.9,121,Электронный магазин,5.0,https://www.ozon.kz/product/planshet-planshet-2026-novyy-5g-android-13-10-36-16-gb-1-tb-12000mah-14-yadernyy-protsessor-wi-fi-3749994869/,3749994869,10.36,16.0,Android,1024,2560x1080,,32.0,IPS,Планшет,,2026,Android 13,110,,MediaTek,14,,MediaTek,,16.0,Опционально,Металл,Да,12000,Клавиатура,300*200*50,500.0,Китай,,
tablets,"LINGBO Планшет, 11"" 16 ГБ/1024 ГБ, черно-серый",70394.0,200877.0,,5.0,2,Магазин 4277178,5.0,https://www.ozon.kz/product/lingbo-planshet-11-16-gb-1024-gb-cherno-seryy-3730978450/,3730978450,11.0,16.0,Android,1024,3040x1440,,30.0,,Планшет,,,Android 15,90,,MediaTek,10,2.0,MediaTek,,13.0,Опционально,"Металл, Пластик, Стекло",Да,10000,"Клавиатура, Стилус",255*167*8,400.0,Китай,,
tablets,"Планшет Планшет Айпад 11 Wi-Fi 128Gb (Pink) цвет Розовый (2025), 11"" 6 ГБ/128 ГБ, розовый",,,62938.0,,,Plata Tech,5.0,https://www.ozon.kz/product/planshet-planshet-aypad-11-wi-fi-128gb-pink-tsvet-rozovyy-2025-11-6-gb-128-gb-rozovyy-3502891489/,3502891489,11.0,6.0,iOS,128,2360x1640,,12.0,IPS,Планшет,,2025,,60,264.0,,6,3.46,,,12.0,,Металл,Да,7606,,248.6 мм/179.5 мм/7 мм,477.0,,iPadOS 26,
tablets,"Blackview Планшет Active 8 Pro LTE, 10.36"" 8 ГБ/256 ГБ, черный",,,12919.0,4.8,25,MICS Distribution,4.9,https://www.ozon.kz/product/blackview-planshet-active-8-pro-lte-10-36-8-gb-256-gb-chernyy-1816601103/,1816601103,10.36,8.0,Android,256,2000x1200,Helio G99,48.0,IPS,Планшет,,2023,Android 13,,,MediaTek,8,2.0,ARM,Mali-G57 MC2,16.0,Опционально,Металл,Да,22000,,256.3x165.8x16.8,976.0,Китай,,
tablets,"Планшет андроид Sʌmsung Pad8MAX, с клавиатурой, 10.1"" 16 ГБ/1024 ГБ, черный матовый",67927.0,302237.0,5661.0,4.9,14,QQFC2-4,4.3,https://www.ozon.kz/product/planshet-android-s-msung-pad8max-s-klaviaturoy-10-1-16-gb-1024-gb-chernyy-matovyy-3868915958/,3868915958,10.1,16.0,Android,1024,3040x1440,,48.0,AMOLED,Планшет,,2026,Android 14,120,230.0,,8,2.0,,,24.0,Есть,Металл,Да,10000,Клавиатура,290*210*55,1320.0,Корея,,
tablets,"GoodWin Планшет Андроид M5-PRO, с клавиатурой, 11"" 16 ГБ/1020 ГБ, светло-серый, черный матовый",78747.0,408800.0,6563.0,4.8,285,GoodWin,4.6,https://www.ozon.kz/product/goodwin-planshet-android-m5-pro-s-klaviaturoy-11-16-gb-1020-gb-svetlo-seryy-chernyy-matovyy-3616837061/,3616837061,11.0,16.0,Android,1020,3000x1140,Dimensity 7050,30.0,IPS,Планшет,,2026,Android 15,60,330.0,MediaTek,8,10.0,ARM,Mali-G76 MP10,13.0,Есть,"Металл, Пластик",Да,10000,"Клавиатура, Стилус",242x160x8,490.0,Китай,,
tablets,"Poco Планшет POCO PAD Wi-Fi РОСТЕСТ , 12.11"" 8 ГБ/256 ГБ, темно-синий",153219.0,332803.0,12769.0,5.0,145,diMoll,4.8,https://www.ozon.kz/product/poco-planshet-poco-pad-wi-fi-rostest-12-11-8-gb-256-gb-temno-siniy-1628749287/,1628749287,12.11,8.0,Android,256,2560x1600,Snapdragon 7s Gen2,8.0,IPS,Планшет,,2024,Android 14,,,Qualcomm,8,2.4,Qualcomm,Adreno 710,8.0,Опционально,"Металл, Стекло",,10000,,"280 x 181.9 x 7,5",571.0,Китай,,
tablets,,,,,,,,,https://www.ozon.kz/product/tootoo-planshet-planshet-i17pro-max-10-1-1-tb-16-gb-oranzhevyy-3180149692/,3180149692,10.1,1024.0,Android,16,3040x1440,Atom Z3795,48.0,IPS,Планшет,,2025,Android 15,120,,Intel,6,4.47,Adreno,Adreno 200,32.0,Опционально,"Металл, Стекло",Да,12000,Стилус,240*160,434.5,Китай,,HarmonyOS 3.0.0
